CivilizationType,LocCivilizationType,TraitType,MediaName,LocTraitTypeName,LocTraitTypeDesc,CardType,Grants,Unused,Description
CIVILIZATION_SPAIN,LOC_CIVILIZATION_SPAIN_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_SPANISH_CONQUISTADOR,Conquistador_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_SPANISH_CONQUISTADOR_NAME,,UU,,Spanish unique unit: Conquistador,Conquistador: replaces Musketman. +10 Combat Strength when escorting (or when within 1 tile of) a religious unit. Converts cities to Spain's majority Religion if it captures a city or is adjacent to the city when it is captured. Higher Combat Strength (58 vs. 55). Higher Production cost (250 vs. 240).
CIVILIZATION_SUMERIA,LOC_CIVILIZATION_SUMERIA_DESCRIPTION,TRAIT_CIVILIZATION_FIRST_CIVILIZATION,Sumerian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_FIRST_CIVILIZATION_NAME,LOC_TRAIT_CIVILIZATION_FIRST_CIVILIZATION_DESCRIPTION,CA,,Epic Quests,Capturing a Barbarian Outpost also grants a Tribal Village reward. Levying city-state units costs 50% less Gold.
CIVILIZATION_SUMERIA,LOC_CIVILIZATION_SUMERIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_ZIGGURAT,Ziggurat_%28Civ6%29,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_ZIGGURAT_NAME,,UI,,Sumerian unique improvement: Ziggurat,"Ziggurat: tile improvement, available without any technological research. +2 Science. +1 Culture if placed adjacent to a River. +1 Culture (with Natural History). Cannot be built on Hills tiles."
CIVILIZATION_SUMERIA,LOC_CIVILIZATION_SUMERIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_SUMERIAN_WAR_CART,War-Cart_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_SUMERIAN_WAR_CART_NAME,,UU,,Sumerian unique unit: War-Cart,"War-Cart: unique heavy cavalry, available without any technological research. Strongest of the starting units in the game (30 Combat Strength, 3 Movement, 2 Sight). No combat penalties against anti-cavalry units. +1 Movement when starting its turn on flat terrain with no Woods or Rainforests. Ignores enemy zone of control."
CIVILIZATION_AZTEC,LOC_CIVILIZATION_AZTEC_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_TLACHTLI,Tlachtli_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_TLACHTLI_NAME,,UI,,Aztec unique building: Tlachtli,Tlachtli: replaces Arena. +2 Faith. +1 Great General point per turn. Lower Production cost (135 vs. 150). +2 Amenity from Entertainment (same as Arena). +2 Culture. +1 Tourism after developing the Conservation civic.
CIVILIZATION_AZTEC,LOC_CIVILIZATION_AZTEC_DESCRIPTION,TRAIT_CIVILIZATION_LEGEND_FIVE_SUNS,Aztec_%28Civ6%29,LOC_TRAIT_CIVILIZATION_LEGEND_FIVE_SUNS_NAME,LOC_TRAIT_CIVILIZATION_LEGEND_FIVE_SUNS_DESCRIPTION,CA,,Legend of the Five Suns,Can spend Builder charges to complete 20% of a district's Production cost.
CIVILIZATION_AZTEC,LOC_CIVILIZATION_AZTEC_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_AZTEC_EAGLE_WARRIOR,Eagle_Warrior_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_AZTEC_EAGLE_WARRIOR_NAME,,UU,,Aztec unique unit: Eagle Warrior,"Eagle Warrior: replaces Warrior. Can capture defeated enemy units, turning them into Builders for the Aztecs. Higher Combat Strength (28 vs. 20). Higher Production cost (65 vs. 40)."
CIVILIZATION_INDONESIA,LOC_CIVILIZATION_INDONESIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_KAMPUNG,Kampung_%28Civ6%29,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_KAMPUNG_NAME,,UI,,,Kampung: tile improvement. It must be built on Coast or Lake tiles adjacent to sea resources. +1 Production. +1 Housing. +1 Food from every adjacent Fishing Boats. Provides Tourism from Food after researching Flight. +1 Housing (with Mass Production). +1 Production (with Civil Engineering).
CIVILIZATION_INDONESIA,LOC_CIVILIZATION_INDONESIA_DESCRIPTION,TRAIT_CIVILIZATION_INDONESIA_NUSANTARA,Indonesian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_INDONESIA_NUSANTARA_NAME,LOC_TRAIT_CIVILIZATION_INDONESIA_NUSANTARA_DESCRIPTION,CA,,,"Coast and Lake tiles provide a +0.5 adjacency bonus for Holy Site, Campus, Industrial Zone, and Theater Square districts. Entertainment Complexes built adjacent to a Coast or Lake tile provide +1 Amenity."
CIVILIZATION_INDONESIA,LOC_CIVILIZATION_INDONESIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_INDONESIAN_JONG,Jong_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_INDONESIAN_JONG_NAME,,UU,,,"Jong: replaces Frigate and unlocked with Mercenaries. When in formation, +5 Combat Strength and shares its Movement with all units in the formation. No strategic resource requirement. Higher Movement (5 vs. 4). Higher Production cost (300 vs. 280)."
CIVILIZATION_KHMER,LOC_CIVILIZATION_KHMER_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_PRASAT,Prasat_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_PRASAT_NAME,,UI,,,"Prasat: replaces Temple. +6 Faith (2 more than Temple). +0.5 Culture for every Citizen Population in this city. Provides 10 Tourism if the city has 10 or more Citizen Population, and 20 Tourism if the city has 20 or more Citizen Population after Flight is researched."
CIVILIZATION_KHMER,LOC_CIVILIZATION_KHMER_DESCRIPTION,TRAIT_CIVILIZATION_KHMER_BARAYS,Khmer_%28Civ6%29,LOC_TRAIT_CIVILIZATION_KHMER_BARAYS_NAME,LOC_TRAIT_CIVILIZATION_KHMER_BARAYS_EXPANSION2_DESCRIPTION,CA,,,"Cities with an Aqueduct receive +1 Amenity, and +1 Faith for every point of Citizen Population in the city. Farms receive +2 Food when adjacent to an Aqueduct, and +1 Faith when adjacent to a Holy Site."
CIVILIZATION_KHMER,LOC_CIVILIZATION_KHMER_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_KHMER_DOMREY,Domrey_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_KHMER_DOMREY_NAME,,UU,,,Domrey: replaces Trebuchet. Can move and attack on the same turn. Exerts zone of control. Higher Combat Strength (40 vs. 35). Higher Bombard Strength (50 vs. 45).
CIVILIZATION_POLAND,LOC_CIVILIZATION_POLAND_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_SUKIENNICE,Sukiennice_%28Civ6%29,LOC_BUILDING_SUKIENNICE_NAME,LOC_BUILDING_SUKIENNICE_DESCRIPTION,UI,,,Sukiennice: replaces Market. +4 Gold from domestic Trade Routes and +2 Production from international Trade Routes in addition to Market bonuses.
CIVILIZATION_POLAND,LOC_CIVILIZATION_POLAND_DESCRIPTION,TRAIT_CIVILIZATION_GOLDEN_LIBERTY,Polish_%28Civ6%29,LOC_TRAIT_CIVILIZATION_GOLDEN_LIBERTY_NAME,LOC_TRAIT_CIVILIZATION_GOLDEN_LIBERTY_DESCRIPTION,CA,,,"Building an Encampment or Fort triggers a Culture Bomb, claiming surrounding tiles. One Military policy slot in all governments is converted into a Wildcard policy slot."
CIVILIZATION_POLAND,LOC_CIVILIZATION_POLAND_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_POLISH_HUSSAR,Winged_Hussar_%28Civ6%29,LOC_UNIT_POLISH_HUSSAR_NAME,LOC_UNIT_POLISH_HUSSAR_DESCRIPTION,UU,,,Winged Hussar: replaces Cuirassier. Pushes back enemies if it does more damage than it takes when attacking. Defenders that cannot be pushed back take additional damage.
CIVILIZATION_NUBIA,LOC_CIVILIZATION_NUBIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_PYRAMID,Nubian_Pyramid_%28Civ6%29,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_PYRAMID_NAME,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_PYRAMID_DESCRIPTION,UI,,,"Nubian Pyramid: tile improvement. Must be built on Desert, Desert (Hills) or Desert Floodplains tiles. +2 Faith, +2 Food. +1 Food if adjacent to a City Center. +1 Science if adjacent to a Campus. +1 Gold if adjacent to a Commercial Hub. +1 Gold if adjacent to a Harbor. +1 Faith if adjacent to a Holy Site. +1 Production if adjacent to an Industrial Zone. +1 Culture if adjacent to a Theater Square."
CIVILIZATION_NUBIA,LOC_CIVILIZATION_NUBIA_DESCRIPTION,TRAIT_CIVILIZATION_TA_SETI,Nubian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_TA_SETI_NAME,LOC_TRAIT_CIVILIZATION_TA_SETI_DESCRIPTION,CA,,,"+30% Production toward Ranged units. Ranged units gain +50% combat experience. +1 Production for Mines over strategic resources, and +2 Gold for Mines over bonus and luxury resources."
CIVILIZATION_NUBIA,LOC_CIVILIZATION_NUBIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_NUBIAN_PITATI,P%3Ftati_Archer_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_NUBIAN_PITATI_NAME,LOC_TRAIT_CIVILIZATION_UNIT_NUBIAN_PITATI_DESCRIPTION,UU,,,Pítati Archer: replaces Archer. Higher Combat Strength (17 vs. 15). Higher Ranged Strength (30 vs. 25). Higher Movement (3 vs. 2). Higher Production cost (70 vs. 60).
CIVILIZATION_MACEDON,LOC_CIVILIZATION_MACEDON_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_BASILIKOI_PAIDES,Basilikoi_Paides_%28Civ6%29,LOC_BUILDING_BASILIKOI_PAIDES_NAME,LOC_BUILDING_BASILIKOI_PAIDES_DESCRIPTION,UI,,,Basilikoi Paides: replaces Barracks. Gain Science equal to 25% of the unit's cost when a non-civilian unit is created in this city.
CIVILIZATION_MACEDON,LOC_CIVILIZATION_MACEDON_DESCRIPTION,TRAIT_CIVILIZATION_HELLENISTIC_FUSION,Macedonian_%28Civ6%29,LOC_TRAIT_LEADER_HELLENISTIC_FUSION_NAME,LOC_TRAIT_LEADER_HELLENISTIC_FUSION_DESCRIPTION,CA,,,Conquering a city grants a free Eureka for each Encampment and Campus district in the conquered city and a free Inspiration for each Holy Site and Theater Square district.
CIVILIZATION_MACEDON,LOC_CIVILIZATION_MACEDON_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_HYPASPIST,Hypaspist_(Civ6),LOC_TRAIT_CIVILIZATION_UNIT_HYPASPIST_NAME,,UU,,,Hypaspist: replaces Swordsman. +5 Combat Strength when besieging a District. Increased support bonus (3 vs. 2). Higher Combat Strength (38 vs. 35). Higher Production cost (100 vs. 90).
CIVILIZATION_PERSIA,LOC_CIVILIZATION_PERSIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_PAIRIDAEZA,Pairidaeza_%28Civ6%29,LOC_IMPROVEMENT_PAIRIDAEZA_NAME,LOC_IMPROVEMENT_PAIRIDAEZA_DESCRIPTION,UI,,,"Pairidaeza: tile improvement. +1 Culture, +2 Gold, +1 Appeal. +1 Culture for every adjacent Holy Site and Theater Square. +1 Gold for every adjacent Commercial Hub and City Center. +1 Culture (with Diplomatic Service). Cannot be built on Tundra or Snow tiles or adjacent to another Pairidaeza."
CIVILIZATION_PERSIA,LOC_CIVILIZATION_PERSIA_DESCRIPTION,TRAIT_CIVILIZATION_SATRAPIES,Persian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_SATRAPIES_NAME,LOC_TRAIT_CIVILIZATION_SATRAPIES_DESCRIPTION,CA,,,Gains +1 Trade Route capacity with Political Philosophy. Domestic Trade Routes provide +2 Gold and +1 Culture. Roads built inside Persian territory are one level more advanced than usual.
CIVILIZATION_PERSIA,LOC_CIVILIZATION_PERSIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_IMMORTAL,Immortal_%28Civ6%29,LOC_UNIT_PERSIAN_IMMORTAL_NAME,LOC_UNIT_PERSIAN_IMMORTAL_DESCRIPTION,UU,,,"Immortal: replaces Swordsman. Has a ranged attack (25 Ranged Strength, 2 Range). Can still make melee attacks. -17 Ranged Strength against District defenses and Naval units. Higher Production cost (100 vs. 90)."
CIVILIZATION_AUSTRALIA,LOC_CIVILIZATION_AUSTRALIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_OUTBACK_STATION,Outback_Station_%28Civ6%29,LOC_IMPROVEMENT_OUTBACK_STATION_NAME,,UI,,,"Outback Station: tile improvement, must be built on flat Grassland, Plains, Desert, or Desert Hills tiles. +1 Food, +1 Production, +0.5 Housing, +1 Food from every adjacent Pasture, +1 Production to every adjacent Pasture (with Steam Power), +1 Production from every 2 adjacent Outback Stations (with Steam Power), +1 Food from every 2 adjacent Outback Stations (with Rapid Deployment)"
CIVILIZATION_AUSTRALIA,LOC_CIVILIZATION_AUSTRALIA_DESCRIPTION,TRAIT_CIVILIZATION_LAND_DOWN_UNDER,Australian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_LAND_DOWN_UNDER_NAME,LOC_TRAIT_CIVILIZATION_LAND_DOWN_UNDER_DESCRIPTION,CA,,,"+3 Housing in coastal cities. Building a Pasture triggers a Culture Bomb, claiming surrounding tiles. Campus, Commercial Hub, Holy Site, and Theater Square districts gain +1 to their yields in tiles with Charming Appeal, and +3 in tiles with Breathtaking Appeal."
CIVILIZATION_AUSTRALIA,LOC_CIVILIZATION_AUSTRALIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_DIGGER,Digger_%28Civ6%29,LOC_UNIT_DIGGER_NAME,,UU,,,Digger: replaces Infantry. +10 Strength Combat Strength on coastal tiles. +5 Strength Combat Strength outside Australian territory. Higher Strength Combat Strength (78 vs. 75). No strategic resource requirement.
CIVILIZATION_CREE,LOC_CIVILIZATION_CREE_DESCRIPTION,TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES,Cree_%28Civ6%29,LOC_TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES_NAME,LOC_TRAIT_CIVILIZATION_CREE_TRADE_GAIN_TILES_DESCRIPTION,CA,,,Gains +1 Trade Route capacity and a free Trader with Pottery. Unclaimed tiles within three tiles of a Cree city come under Cree control when a Trader first moves into them.
CIVILIZATION_CREE,LOC_CIVILIZATION_CREE_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_MEKEWAP,Mekewap_%28Civ6%29,LOC_IMPROVEMENT_MEKEWAP_NAME,,UI,,,"Mekewap: tile improvement. Must be built adjacent to a Bonus or Luxury Resource. +1 Production, +1 Housing. +1 additional Production and Housing (with Civil Service). +1 Gold if adjacent to a Luxury Resource. +2 additional Gold for each adjacent Luxury Resource (with Cartography). +1 Food for every two adjacent Bonus Resources, increasing to +1 Food Food for each adjacent Bonus Resource (with Conservation). Cannot be adjacent to another Mekewap."
CIVILIZATION_CREE,LOC_CIVILIZATION_CREE_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_CREE_OKIHTCITAW,Okihtcitaw_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_CREE_OKIHTCITAW_NAME,,UU,,,Okihtcitaw: replaces Scout. Starts with one free Promotion. Higher Production cost (40 vs. 30). Higher Combat Strength (20 vs. 10).
CIVILIZATION_GEORGIA,LOC_CIVILIZATION_GEORGIA_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_TSIKHE,Tsikhe_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_TSIKHE_NAME,,UI,,,Tsikhe: replaces Renaissance Walls. Lower Production cost (260 vs. 300). +4 Faith. +200 Outer Defense Strength (100 more than Renaissance Walls). +100% Tourism and Faith while in a Golden Age.
CIVILIZATION_GEORGIA,LOC_CIVILIZATION_GEORGIA_DESCRIPTION,TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS,Georgian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS_NAME,LOC_TRAIT_CIVILIZATION_GOLDEN_AGE_QUESTS_DESCRIPTION,CA,,,"Dedications chosen at the beginning of a Golden Age or Heroic Age also grant their Normal Age bonuses towards improving Era Score, in addition to their regular bonuses. +50% Production towards walls."
CIVILIZATION_GEORGIA,LOC_CIVILIZATION_GEORGIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_GEORGIAN_KHEVSURETI,Khevsur_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_GEORGIAN_KHEVSURETI_NAME,,UU,,,Khevsur: replaces Man-At-Arms . No Movement penalty in Hills. +7 Combat Strength when fighting in Hills. Higher Combat Strength (48 vs. 45).
CIVILIZATION_KOREA,LOC_CIVILIZATION_KOREA_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_SEOWON,Campus_%28Civ6%29,LOC_TRAIT_CIVILIZATION_DISTRICT_SEOWON_NAME,,UI,,,Seowon: replaces the Campus and must be built on Hills. Lower Production Production cost (27 vs. 54). Has a starting adjacency bonus of +4 Science. -1 Science for each adjacent District.
CIVILIZATION_KOREA,LOC_CIVILIZATION_KOREA_DESCRIPTION,TRAIT_CIVILIZATION_THREE_KINGDOMS,Korean_%28Civ6%29,LOC_TRAIT_CIVILIZATION_THREE_KINGDOMS_NAME,LOC_TRAIT_CIVILIZATION_THREE_KINGDOMS_DESCRIPTION,CA,,,Farms receive +1 Food and Mines receive +1 Science for each adjacent Seowon.
CIVILIZATION_KOREA,LOC_CIVILIZATION_KOREA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_KOREAN_HWACHA,Hwacha_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_KOREAN_HWACHA_NAME,,UU,,,"Hwacha: replaces Field Cannon. Unlocked with Gunpowder rather than Ballistics. Cannot attack after moving unless its maximum Movement is 3 or more. Lower Production cost (250 vs. 330). Lower Combat Strength (45 vs. 50, ranged is same at 60). Lower Gold maintenance cost (3 vs. 5)."
CIVILIZATION_MAPUCHE,LOC_CIVILIZATION_MAPUCHE_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_CHEMAMULL,Chemamull_%28Civ6%29,LOC_IMPROVEMENT_CHEMAMULL_NAME,,UI,,,Chemamull: tile improvement. Must be built on a tile with an Appeal of Breathtaking (4 or more). +1 Production. Provides Culture equal to 75% of its tile's Appeal.
CIVILIZATION_MAPUCHE,LOC_CIVILIZATION_MAPUCHE_DESCRIPTION,TRAIT_CIVILIZATION_MAPUCHE_TOQUI,Mapuche_%28Civ6%29,LOC_TRAIT_CIVILIZATION_MAPUCHE_TOQUI_NAME,LOC_TRAIT_CIVILIZATION_MAPUCHE_TOQUI_DESCRIPTION,CA,,,"Cities with an established Governor gain +5% Culture, +5% Production, and +10% combat experience towards all units trained in the city. These numbers are tripled in cities not founded by the Mapuche. All cities within 9 tiles of a city with your Governor gain +4 Loyalty per turn towards your civilization."
CIVILIZATION_MAPUCHE,LOC_CIVILIZATION_MAPUCHE_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_MAPUCHE_MALON_RAIDER,Mal%3Fn_Raider_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_MAPUCHE_MALON_RAIDER_NAME,,UU,,,Malón Raider: unique light cavalry. +5 Combat Strength within 4 tiles of friendly territory. Pillaging only costs 1 Movement. Ignores enemy zone of control.
CIVILIZATION_MONGOLIA,LOC_CIVILIZATION_MONGOLIA_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_ORDU,Ordu_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_ORDU_NAME,,UI,,,Ordu: replaces Stable. +1 Movement for all cavalry units trained in this city.
CIVILIZATION_MONGOLIA,LOC_CIVILIZATION_MONGOLIA_DESCRIPTION,TRAIT_CIVILIZATION_MONGOLIAN_ORTOO,Mongolian_(Civ6),LOC_TRAIT_CIVILIZATION_MONGOLIAN_ORTOO_NAME,LOC_TRAIT_CIVILIZATION_MONGOLIAN_ORTOO_DESCRIPTION,CA,,,"Sending a Trade Route immediately creates a Trading Post in the destination city, instead of when the Trade Route is completed. Gains an extra level of Diplomatic Visibility with civilizations that have a Mongolian Trading Post. +6 Combat Strength for all units for each level of Diplomatic Visibility Mongolia has over the other civilization, instead of the usual +3 Combat Strength."
CIVILIZATION_MONGOLIA,LOC_CIVILIZATION_MONGOLIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_MONGOLIAN_KESHIG,Keshig_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_MONGOLIAN_KESHIG_NAME,,UU,,,"Keshig: unique ranged cavalry. High Movement. Ignores enemy zone of control. Has a ranged attack with Range 2. When in formation, shares its Movement with all units in the formation."
CIVILIZATION_NETHERLANDS,LOC_CIVILIZATION_NETHERLANDS_DESCRIPTION,TRAIT_CIVILIZATION_GROTE_RIVIEREN,Dutch_%28Civ6%29,LOC_TRAIT_CIVILIZATION_GROTE_RIVIEREN_NAME,LOC_TRAIT_CIVILIZATION_GROTE_RIVIEREN_EXPANSION2_DESCRIPTION,CA,,,"Rivers provide a +2 adjacency bonus for Campus, Theater Square, and Industrial Zone districts. Building a Harbor triggers a Culture Bomb, claiming surrounding tiles. +50% Production towards the Dam district and Flood Barrier building."
CIVILIZATION_NETHERLANDS,LOC_CIVILIZATION_NETHERLANDS_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_POLDER,Polder_%28Civ6%29,LOC_IMPROVEMENT_POLDER_NAME,,UI,,,"Polder: tile improvement. It must be built on Coast or Lake tiles with at least three adjacent non-Mountain land tiles. +1 Food. +1 Food for every adjacent Polder, increasing to +2 Food for each adjacent Polder (with Replaceable Parts). +1 Production. +0.5 Housing. +4 Gold (with Civil Engineering). +1 Production for every adjacent Polder (with Replaceable Parts). Increases Movement cost of tile to 3."
CIVILIZATION_NETHERLANDS,LOC_CIVILIZATION_NETHERLANDS_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_DUTCH_ZEVEN_PROVINCIEN,De_Zeven_Provinci%3Fn_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_DUTCH_ZEVEN_PROVINCIEN_NAME,,UU,,,De Zeven Provinciën: replaces Frigate. +7 Ranged Strength when attacking defensible Districts. Higher Combat Strength (50 vs. 45). Higher Ranged Strength (60 vs. 55).
CIVILIZATION_SCOTLAND,LOC_CIVILIZATION_SCOTLAND_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_GOLF_COURSE,Golf_Course_%28Civ6%29,LOC_IMPROVEMENT_GOLF_COURSE_NAME,,UI,,,"Golf Course: tile improvement. +2 Amenities, +2 Gold, +1 Appeal. +1 Culture if adjacent to a City Center. +1 Culture if adjacent to an Entertainment Complex. +1 Housing (with Globalization). Cannot be built on Desert or Desert Hills tiles. Limit of one per city. Tiles with Golf Courses cannot be swapped."
CIVILIZATION_SCOTLAND,LOC_CIVILIZATION_SCOTLAND_DESCRIPTION,TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT,Scottish_%28Civ6%29,LOC_TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT_NAME,LOC_TRAIT_CIVILIZATION_SCOTTISH_ENLIGHTENMENT_DESCRIPTION,CA,,,"Happy cities gain +5% Science and +5% Production, and generate +1 Great Scientist points in their Campuses and +1 Great Engineer points in their Industrial Zones. Ecstatic cities double these bonuses."
CIVILIZATION_SCOTLAND,LOC_CIVILIZATION_SCOTLAND_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_SCOTTISH_HIGHLANDER,Highlander_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_SCOTTISH_HIGHLANDER_NAME,,UU,,,Highlander: replaces Ranger. +5 Combat Strength in Hills and Woods. Exerts zone of control. Higher Combat Strength (50 vs. 45). Higher Ranged Strength (65 vs. 60).
CIVILIZATION_ZULU,LOC_CIVILIZATION_ZULU_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_IKANDA,Encampment_%28Civ6%29,LOC_TRAIT_CIVILIZATION_DISTRICT_IKANDA_NAME,,UI,,,Ikanda: replaces Encampment. Lower Production cost (27 vs. 54). +1 Housing. 25% faster training of Corps and Armies. Allows Corps and Armies to be built without the Military Academy building. Buildings in the Ikanda provide +2 Gold and +1 Science.
CIVILIZATION_ZULU,LOC_CIVILIZATION_ZULU_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_ZULU_IMPI,Impi_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_ZULU_IMPI_NAME,,UU,,,Impi: replaces Pikeman. Gains 50% more experience. Lower Production cost (125 vs. 200). Lower Gold maintenance cost (1 vs. 3). Increased flanking bonus (4 vs. 2).
